status	label	forms
main	human body	
main	human impacts	human impact
main	humans	human|&|humanities|&|humanity
main	humidity	humides
main	hundreds	hundred
main	hungary	
main	hunters	hunter
main	hunting	hunts|&|hunt
main	hybrid approach	
main	hybrids	hybridity|&|hybridization|&|hybrid
main	hybrid system	hybrid systems
main	hydraulic conductivity	
main	hydrocarbons	hydrocarbon
main	hydrodynamics	
main	hydrogen	hydrogenation
main	hydrogen production	
main	hydrologic model	hydrologic modeling|&|hydrological modeling|&|hydrologic models|&|hydrological models|&|hydrologic modelling|&|hydrological model
main	hydrology	hydrological
main	hymenoptera	
main	hyperspectral images	
main	hypertension	
main	hypothetical bias	
main	hysteresis	
main	ia	ias
main	ices	ice
main	ici	icy
main	ict	icts
main	ideals	ideal|&|idealism|&|idealization
main	ideas	idea
main	identification	identificational|&|identifications
main	identity	identical|&|identities
main	ideology	ideologies
main	i.e	i e
main	ieas	iea
main	ignorance	ignorant
main	iii	
main	il est	
main	il est possible	
main	illinois	
main	illness	ills|&|illnesses
main	illustrations	illustration
main	illustrative example	illustrative examples
main	il y	
main	image	images
main	image analysis	
main	imbalances	imbalance
main	immersion	
main	immigration	immigrant|&|immigrants
main	immobilization	
main	immunity	
main	impact	impacts|&|impacting
main	impairments	impairment
main	imperfect	imperfectly|&|imperfectness|&|imperfections|&|imperfection
main	implantation	
main	implementation	implementers|&|implementations|&|implements
main	implications	implication
main	important aspect	important aspects
main	important challenge	important challenges
main	important component	important components
main	important contribution	important contributions
main	important determinant	important determinants
main	important elements	important element
main	important feature	important features
main	important implication	important implications
main	important information	
main	important issues	important issue
main	important parameter	important parameters
main	important part	important parts
main	important questions	important question
main	important source	important sources
main	important steps	important step
main	important tools	important tool
main	imposition	
main	imprecision	imprecise
main	impurities	
main	ims	im
main	inability	
main	inc	
main	incidence	incidences|&|incidents|&|incident
main	incineration	incinerator
main	inclination	
main	inclusion	inclusivity|&|inclusiveness|&|inclusive
main	income distribution	income distributional
main	income inequality	income inequity|&|income inequalities
main	income level	income levels
main	incomplete information	
main	inconsistencies	inconsistency
main	incorporation	
main	increase	increases|&|increasing
main	increment	incrementalism|&|increments|&|incremental
main	incubation	incubator
main	independence	independency|&|independent|&|independents
main	independent variables	independent variable
main	in-depth interviews	
main	index	indexing|&|indexes
main	individual-level	individual levels|&|individual level
main	indonesia	
main	induction	
main	industrial activities	industry active|&|industrial activity
main	industrial ecology	
main	industrial scale	industry scale
main	industrial systems	industrial system
main	inefficiency	inefficiencies
main	inequality	inequalities|&|inequity|&|inequities
main	inertia	
main	infancy	
main	infants	infant
main	infection	infectives|&|infections
main	infectious disease	infectious diseases
main	inferences	inference
main	infestation	infestations
main	infiltration	
main	infinity	
main	inflation	
main	information available	information availability
main	information systems	information system
main	information technology	information technologies
main	information theory	information theories
main	infrastructure	infrastructures
main	ingestion	
main	ingredients	
main	inhabitants	inhabitant
main	inheritance	
main	inhibitors	
main	inhibits	inhibition
main	initial conditions	initial condition
main	initial state	initial states
main	initiatives	initiation|&|initial|&|initiative|&|initiators
main	injection	
main	injury	injuries
main	innovative approaches	innovative approach
main	inoculation	
main	input	inputs
main	input data	
main	input-output analysis	input output analysis
main	input parameters	
main	input variables	input variable
main	inquiry	inquiries
main	ins	in
main	insecticides	insecticide
main	insects	insect
main	insertion	
main	insights	insight
main	inspections	inspection|&|inspectability
main	inspiration	
main	instabilities	instability
main	installations	installment|&|installation
main	instance	instances
main	instant	instants
main	institutional arrangements	institutional arrangement
main	instruction	instructions
main	insurance	insurability|&|insurers|&|insurer
main	integrated assessment	integrated assessments
main	integrated framework	integrative framework
main	integrated part	integrated parts|&|integral part|&|integral parts
main	integration	integrative|&|integrates|&|integrated|&|integrity
main	intelligence	
main	intensification	
main	intensity	intensities|&|intensively
main	intentions	intention|&|intentional|&|intent|&|intentionality|&|intents
main	interactions	interaction|&|interacts|&|interacting|&|interactivity|&|interact
main	interconnection	interconnectivity|&|interconnections
main	interdependence	interdependences|&|interdependency|&|interdependencies
main	interdisciplinarity	
main	interest groups	interest group
main	interest rates	interest rate
main	interests	interest
main	interface	interfacing|&|interfaces
main	interference	interferes
main	intergenerational equity	
main	interior	interiors
main	internal combustion engines	internal combustion engine
main	internalization	internal|&|interne|&|international
main	international agreements	international agreement
main	international cooperation	
main	international levels	international level
main	internet	
main	interplay	interplays
main	interpolation	
main	interpretation	interpretative|&|interpretations
main	interrelation	interrelations
main	interrelationships	interrelationship
main	intersection	
main	interval	intervals
main	interval analysis	
main	intervention	interventions
main	intrinsic motivation	intrinsic motivations
main	introduction	introductions
main	intrusions	intrusion
main	intuition	intuitions
main	invaders	invader
main	invariance	invariant
main	invasive plants	invasive plant
main	invention	inventions
main	inventory	inventories
main	inverse	inversion
main	inverse problem	
main	invertebrates	
main	investissements	
main	investors	investor
main	ios	io
main	ipa	
main	ipm	ipms
main	iran	
main	ireland	
main	iron	
main	irreversibility	irreversibly|&|irreversibilities
main	irrigation	irrigators
main	irrigation water	irrigation waters|&|irrigated water
main	islam	
main	island	islands|&|islander|&|islanders
main	iso	
main	isolation	isolates
main	israel	
main	italy	
main	items	item
main	iterations	
main	itqs	itq
main	j'ai	
main	janeiro	
main	january	
main	java	
main	jeunes	
main	job	jobs
main	joint	jointness
main	jours	
main	judgments	judgment
main	july	
main	jump	jumps
main	junction	
main	june	
main	jurisdiction	jurisdictions
main	jury	juries
main	justice	
main	justifications	justification
main	juveniles	juvenile
main	kalman filter	
main	kappa	
main	kenya	
main	kernel	kernels
main	key aspects	key aspect
main	key challenges	key challenge
main	key components	key component
main	key elements	key element
main	key factors	key factor
main	key feature	key features
main	key findings	key finding
main	key parameters	key parameter
main	key points	key point
main	keys	keyes|&|key
main	keyword	keywords
main	kg ai/ha	
main	kg/ha	
main	kinds	kindness|&|kind
main	kinetic energy	
main	kinetics	
main	knowledge bases	knowledge base
main	korea	
main	kyoto	
main	lab	
main	label	labels|&|labeling|&|labelling
main	labor	
main	laboratory	laboratories
main	laboratory conditions	
main	laboratory experiments	laboratory experiment
main	laboratory study	laboratory studies
main	laboratory tests	laboratory test
main	labour	
main	lagoon	lagoons
main	l'agriculture	
main	lai	
main	lake	lakes
main	l'allemagne	
main	landfill	landfills|&|landfilling
main	landholders	landholder|&|landholdings|&|landholding
main	landmarks	landmark
main	landowners	landowner
main	landscape scale	landscape scales|&|landscape-scale
main	land surface temperature	
main	language	languages
main	l'apprentissage	
main	large amount	large amounts
main	large areas	large area
main	large classes	large class
main	large dataset	large datasets
main	large differences	large difference
main	large eddy simulation	
main	large number	large numbers
main	large part	large parts
main	large quantities	large quantity
main	large range	
